Codigo Barra;Codigo Pieza;Especificacion;Descripcion;Repuesto;Procedencia;Marca;Unidad;Medida;Precio Venta
150;MD-973162;M-66/M-65/GWM-51A;BOMBA AGUA MIT.6G72/6G73/6G74/V6/3.0/3.5/24V.94-03 NEW DIAMANTE/DELICA;NPW/GMB*/B/A;JAPON**;MITSUBISHI;PZA;70x34x12PER  M-66/M-65/GWM-51A;0,00
151;MD-977503;M-76/GWM-79A;BOMBA AGUA MIT.6G72/6G74/6G75/3/3.5/V6/MONTERO  99-06   2per.seja;GMB/NPW/B/A;JAPON;MITSUBISHI;PZA;70x34x13PER   M-76/GWM-79A;0,00
152;12010-11M02-075;N7606;PISTON NIS.E15S   76MM 1.5x1.5x4;NPC/TOTO;JAPON;NISSAN;JGO;075                                   N7606;0,00
153;12040-Z6002-STD-RIK;40.406;ANILLAS NIS.MD92  24V. 125MM   RECTO  2x2x3      9000cc.;RIK;JAPON.;NISSAN;JGO;STD pedir autori/rebaja-para-cliente   40406;0,00
154;13202-2W200-TUF;ENS-5517-TUF/NB-148-0T;VALVULA EX NIS.ZD30DD/3.2 URVAN/DIESEL;DOKURO;JAPON;NISSAN;JGO;7x30x113           ENS-5517;0,00
155;1005-STD;;PISTON VARIO 88.5MM        Paresido NIS.SD22;YST;TW.;VARIOS;JGO;STD          88.5MM;0,00
156;12010-63G11-STD-IAO;12011-63G11  OIL GALLERY;PISTON NIS.TD27-NEW  96MM 2.5x2x4 S/C ALFIN C/LUBR.T/Y;IZUMI;JAPON;NISSAN;JGO;STD-ALF-IZU-C/LUB;0,00
157;444.177;KA2033;AMORTIGUADOR TRAS.R/L TOY.FJ75 LAND CRUISER 91- O/O;KYB/AZUL;JAPON;TOYOTA;PZA;700xO/O/G/A/G/A  444177;0,00
158;444.182;KA2042;AMORTIGUADOR DEL.R/L MIT.ROSA  95- O/P;KYB/AZUL;JAPON;MITSUBISHI;PZA;535xO/P/G/D    444182;0,00
159;444.183;KA2043  ok*;AMORTIGUADOR TRAS.R/L MIT.ROSA  95- O/O NIS.VANETTE;KYB/AZUL;JAPON**;MITSUBISHI;PZA;540xO/O/G/D/G/D  444183;0,00
160;444.228;KA2805;AMORTIGUADOR TRAS.R/L NIS.ED33 CIVILIAN/ATLAS  82- INVERTIDO REF.;KYB/AZUL;JAPON;NISSAN;PZA;485xO/P/G/A  444228;0,00
161;444.257;;AMORTIGUADOR DEL.R/L MIT.L200 TRITON 96- O/P  CORBATA;KYB/AZUL;JAPON;MITSUBISHI;PZA;380xO/P/CORBATA  444257;0,00
162;48654-0K040;;BUJE TIJERAL INF.TOY.PRADO/4RUNNER/HILUX/TUNDRA/VIGO 03- CHICO;TRC/TZK/B;JAPON**;TOYOTA;PZA;14.5x48x71;0,00
163;31230-60240-G;31230-60241-G;RODAMIENTO DESPLAZADOR TOY.GRJ120/1GR-FE/2RG-FE 98- TACOMA/PRADO BAJO;GENUINO/R;JAPON;TOYOTA;PZA;35x78x44x54;0,00
164;45046-09210;SE-3861R;TERMINAL DIREC.EXT.RH TOY.TUNDRA 03-07 R/INT;555*;JAPON;TOYOTA;PZA;15.5x18x18 R/INT.RECTO           SE-3861R;0,00
165;45047-09090;SE-3861L;TERMINAL DIREC.EXT.LH TOY.TUNDRA 03-07 R/INT;555*;JAPON;TOYOTA;PZA;15.5x18x18 R/INT.RECTO   SE-3861L;0,00
166;48655-60030;V/ARG  ok*;BUJE TIJERAL INF.TOY.PRADO/4RUNNER/HILUX/TUNDRA/VIGO/TACOMA 03-14 GRANDE;TZK*/TRC/TOM/TH;JAPON;TOYOTA;PZA;14.5x56x90/14.5x56x88.5/48655-60030/04020;0,00
167;551.050;sale poco;AMORTIGUADOR TRAS.R/L TOY.STARLET/CORSA/RAOM  89/12/94/05/96/01 0k***;KYB/PLOMO;JAPON;TOYOTA;PZA;185x320x560T/T/COMPLETO 551050;0,00
168;551.084;KG9025;AMORTIGUADOR DEL.R/L TOY.4RUNNER/HILUX/SURF 95-11- T/S;KYB/PLOMO;JAPON*;TOYOTA;PZA;182x360x535T/D/COMPLETO/DEL  551084;618,45
169;8-97942-845-1;TIS-152L;CRUCETA ISU.4ZD1/4ZE1 D-MAX  2WD S/INT. 29X77;TOYO;JAPON;ISUZU;PZA;29x77     TIS-152L;0,00
170;8-97943-042-1;;CRUCETA ISU.D-MAX  4WD;TOYO;JAPON;ISUZU;PZA;29x96;0,00
171;KS-1010;KS-1010;AMORTIGUADOR DIRECC.TOY.LJ70  LAND CRUISER  90-98 MUÑ-MUÑ  REF.;KYB/AZUL;JAPON;TOYOTA;PZA;700xM/M   KS-1010;0,00
172;KS-1012;KS1012;AMORTIGUADOR DIRECC.TOY.1HZ/2F/3F FJ60/70   MUÑ/MUÑ ok*;KYB/AZUL;JAPON;TOYOTA;PZA;685xM/M   KS1012/SD2008;0,00
173;KS-1013;KS1013;AMORTIGUADOR DIRECC.TOY.LAND CRUISER  79-  MUÑ-MUÑ;KYB/AZUL;JAPON;TOYOTA;PZA;KS1013     70CM;0,00
174;12010-11M02-STD;;PISTON NIS.E15S   76MM 1.5x1.5x4;NPC;JAPON;NISSAN;JGO;STD-NPC;0,00
175;KS-2016;KS2016;AMORTIGUADOR DIRECC.TOY.F/FJ40/55  LAND CRUISER  69-84 MUÑ-MUÑ corto;KYB/AZUL;JAPON;TOYOTA;PZA;495xM/M    KS2016/TK-SD3001;0,00
176;KS-2029;KS2029;AMORTIGUADOR DIRECC.TOY.SUZ.ROCKY-F70  84-93  or/or;KYB/AZUL;JAPON;TOYOTA;PZA;610xO/O/M/D/M/D   KS2029;0,00
177;45047-19115-T;SE-3641L;TERMINAL DIREC.EXT.(LH) TOY.NZE120 COROLLA  00-R/INT.CURVO LARGO;KYP;JP;TOYOTA;PZA;13x14x182R/INT   SE-3641L;0,00
178;45046-19265-T;SE3641R;TERMINAL DIREC.EXT.(RH) TOY.NZE120 COROLLA  00-R/INT.CURVO LARGO;KYP;JP;TOYOTA;PZA;13x14x182R/INTxCURVO  SE-3641R;0,00
179;13503-62040-MRK;TBK126231 /60/32RR9D;RODAMIENTO GUIA TOY.3VZ-FE/5VZ-FE/1KZ BAJO;MRK;JAPON;TOYOTA;PZA;12x62x36.5     TBK126231;0,00
180;04465-42160;A742K/PF-1524;PASTILLA FRENO DEL.TOY.2ZR/NZE151H/ZRE142/RAV4/NOAH/VOXY/COROLLA 05-;UNI BRAKE;TW;TOYOTA;JGO;14x139x51   PF-1524/A742K;0,00
181;89422-35010;KW-408  89422-20010;BULBO TEMPERATURA TOY.1NZ/2NZ/1ZZ/5VZ/3S/4AF/5AF/NEW  2ENCH.;SANKEI;JAPON;TOYOTA;PZA;2ENx59.5x11   KW-408;0,00
182;12010-02N01-STD;;PISTON NIS.TD23;IZUMI;JAPON;NISSAN;JGO;;0,00
183;MI-1-1029;HY-1-1004A  23-60-27;PUNTA HOMOCINETICO HYUN.SONATA  01-;ACD;TW;HYUNDAI;PZA;23-60-27                  MI-1-1029;0,00
184;90311-76001;76x94x8.5  T1353;RETEN CIGUEÑAL TRAS.TOY.1ZZ/2ZZ/3ZZ VISTA CAMRY 00-;MUS/NGC/JPK;JP;TOYOTA;PZA;76x94x8.5               T1353/JPK-G7146;0,00
185;21060-43G00-T;NS-1281;ASPA VENTILADOR NIS.TD27/ED33/Z20/Z24/NA20/KA24 REF.B/ALTO;HT;TW;NISSAN;PZA;89x127x8ALExB/ALTO;0,00
186;37230-35030-T;;RODAMIENTO CENTRAL TOY.HILUX/LN/YN/65/85  2X4  83-88;S/M;TW;TOYOTA;PZA;;0,00
187;11320-VW200-T;;SOPORTE TRANSM.CAJA NIS.E25 URVAN    01-;S/M;TW;NISSAN;PZA;;0,00
188;04111-0S060-E;;EMPAQUE MOTOR TOY.3UR-FBE5.7/V8 TUNDRA 08-12;TOWA;TW;TOYOTA;JGO;;0,00
189;ME-101363-S;;BRAZO BIELA MIT.4M40;S/M;TW;MITSUBISHI;PZA;;0,00
190;15100-37030-AISIN;OPT-113;BOMBA ACEITE TOY.1ZR/1.6/YARIS/2ZR/1.8 COROLLA/3ZR-FE 07-;AISIN;JAPON;TOYOTA;PZA;;0,00
191;48061-36020-T;;BUJE TIJERAL INF.TOY.3B/2H/COASTER/JUMBO  NEW-  96-02  GRANDE;S/M;TW;TOYOTA;PZA;18.5x51x88  GRANDE;0,00
192;48655-12170-T;48655-12190;BUJE TIJERAL INF.TOY.COROLLA-ZZ  01-  TROMPO;TRC/TOM;TW;TOYOTA;PZA;14.5x68x60  trompo         48655-12170;0,00
193;MD-129922-STD;43.231;PISTON MIT.4G63 /16V.  85MM  1.2x1.5x3   21MM PAS.  cabeza/plana  4PIS.;TEIKIN;TW.;MITSUBISHI;PZA;STD;0,00
194;90369-T0003-G;DU5496-5;RODAMIENTO MASERO DEL.TOY.VIGO/4RUNNER/PRADO 05-12  COMPL. V/ARG;GENUINO/R/KOYO;ORIGINAL;TOYOTA;PZA;54x4PERx106x106  DU5496-5;0,00
195;13028-53F11;48D  ARCO;CADENA DIST.NIS.KA24DE 16V.OLD 48D. DOBLE 2400CC.;KCM;JAPON;NISSAN;PZA;48D;0,00
196;13711-0P010;ITY-0636/TON-141;VALVULA IN  TOY.2GR-FE/3.5/24V./3UR-FBE/5.7/V8/TUNDRA  08-12   4PZA-JGO;DOK/BEN;JAPON;TOYOTA;JGO;5.5x38x106              ITY-0636/TON-141;0,00
197;17173-11040-NGC;;EMPAQUE MULTIPLE TOY.4EFE/5EFE;NGC;TW;TOYOTA;PZA;;0,00
198;23151-42000-T;MD-099211 /OGMI40911D;ENGRANAJE CIG.B/ACEITE MIT.4D55/4D56 /H100  (CHICO);YSK;KOREA;MITSUBISHI;PZA;;0,00
199;MD-184894-T;;ENGRANAJE CIG.MIT.6G72/V6     93-;CHINA;TW;MITSUBISHI;PZA;;234,83
200;11927-EB310;VKM62027;TESADOR CORREA ALTER.GUIA NIS.YD22/YD25 NAVARA;SKF;TH;NISSAN;PZA;12x84x35;0,00
201;21082-0W000-T;N-86F   FAN CLUTCH;AUTOMATICO VENTILADOR NIS.VG33E  96- PATHFINDER ok*;NPC/NGC;JP;NISSAN;PZA;32x49.5x66.5x94.5x136x40ALTO N-86F;0,00
202;ME-201754-T;M-59F  FAN CLUTCH;AUTOMATICO VENTILADOR MIT.4M40;NPM/NGC;TW;MITSUBISHI;PZA;18x91.5x126.5x115x160  M-59F-T;0,00
203;54618-ED000-T;SL-N270;ESTABILIZADOR DEL.R/L.NIS.TIIDA/VERSA 04-07- AR/AB Z;SUSPENSION PRO;KOREA;NISSAN;PZA;10x10x280 Z              SL-N270;37,43
204;0662-99-356;SB-1132;MUÑON SUSPENSION (INF.) MAZ.BONGO OLD NO PEDIR;555;JAPON;MAZDA;PZA;15.5x3PER              SB-1132;0,00
205;46010-3S410;;BOMBA FERNO NIS.KA20/E25/D22/D21/Z20TERRA/FRONTIER 15/16 97-;ROCKY;JAPON;NISSAN;PZA;2PERx153xS/LHxC/Tx15/16;0,00
206;MB-831042-T;SI-7720-T;TERCER BRAZO MIT.6G72/6G74/4G54/V6 PAJERO 90-RECTO 0k* 4PER.;LII CHAU;TW;MITSUBISHI;PZA;14x4PERx80.5x90.5     SI-7720;0,00
207;11011-75020-STD;T729A;AXIAL CIG.TOY.1TR-FE/2TR-FE  VIGO;TAHIO/NDC;JAPON;TOYOTA;JGO;STD                        T729A;53,92
208;04111-56030/1;;EMPAQUE MOTOR TOY.2B;KANSAI;TW.;TOYOTA;JGO;;0,00
209;10.099;;BOMBIN DIESEL NIS.FE6.T/PERNO UNIV.;GERMANY;GERMA;NISSAN;PZA;TIPO PERNO;0,00
210;5PK-970-SUN;5PK-970;CORREA ALT.ZURCO TOY.2A/3A/4A/5AF/7AF;SUN/MITSUB.;JAPON;TOYOTA;PZA;5PK-970/5PK-960/5PK-980;60,73
211;43330-39655;SB-3864R;MUÑON SUSPENSION RH (INF.) TOY.TUNDRA 05-;555;JAPON;TOYOTA;PZA;21x17x4PER                 SB-3864R;0,00
212;43340-39515;SB-3864L;MUÑON SUSPENSION LH (INF.) TOY.TUNDRA 05-;555;JAPON;TOYOTA;PZA;21x17x4PER                 SB-3864L;0,00
213;MR-241029;SP-7770;BRAZO PITMAN MIT.L200/2WD  RHD  96-  PLMO.;555;JAPON;MITSUBISHI;PZA;14x40DTSX15.5           SP-7770;0,00
214;45503-29846;SR-T090;ROTULA CREMALLERA TOY.1TR/HIACE/4WD  04-15  CORTO 0k*;555;JAPON;TOYOTA;PZA;14x15N/Nx245x60        SR-T090;0,00
215;45503-49055;SR-3920;ROTULA CREMALLERA TOY.3S/RAV4  00-03  ok*;555;JAPON;TOYOTA;PZA;14x15N/Nx315x45     SR-3920;0,00
216;45503-52070;SR-T020;ROTULA CREMALLERA TOY.YARIS/VITZ/PROBOX 05- vender par 2pz.  ok*;555;JAPON;TOYOTA;PZA;14x14N/Nx260x50     TR-T020;0,00
217;45503-59045;SR-3600 /RE-1560;ROTULA CREMALLERA TOY.YARIS/PROBOX 00-  vender par 2pz.;555/SAFETY;JAPON;TOYOTA;PZA;14x12N/Fx260x50 SR-3600/RE-1560;0,00
218;48530-31G25;SI-4685-LH;TERCER BRAZO NIS.D21/D22 2WD/4WD 85- TERRANO LH;555*;JAPON;NISSAN;PZA;13x3PERxLH      SI-4685;0,00
219;13715-0S020;ETY-5636;VALVULA EX TOY.3UR-FBE/5.7/V8 08-12 TUNDRA 4PZAS JGO;DOKURO;;TOYOTA;JGO;5.5x32x110             5ETY-5636;0,00
220;48530-3S185;SI-4825LH/SI-4675-LH;TERCER BRAZO NIS.FRONTIER/2WD 85-08  LH;555;JAPON;NISSAN;PZA;14.5x3PERxLH                    SI-4825/SI-4675;0,00
221;45047-39295;SE-3851L;TERMINAL DIREC.OUT (LH) TOY.TUNDRA  00-02 CURVO   R/INT.;555;JAPON;TOYOTA;PZA;15x18x180R/INT                     SE-3851L;0,00
222;45046-39465;SE-3851R;TERMINAL DIREC.OUT (RH) TOY.TUNDRA  00-02 CURVO   R/INT.;555;JAPON;TOYOTA;PZA;15x18x180R/INT                          SE-3851R;0,00
223;13011-62110-STD;SWT10178-NPR;ANILLAS TOY.5VZ-FE V6  93.5MM  1.5x1.5x4  4RUNNER/HILUX;NPR;JAPON;TOYOTA;JGO;STD-SWT10178-NPR;0,00
224;MD-977503-T;M-76/GWM-79A;BOMBA AGUA MIT.6G72/6G74/6G75/3/3.5/V6/MONTERO  99-06   2per.seja;NPC;JP;MITSUBISHI;PZA;70x34x13PER              M-76/GWM-79A;0,00
225;75SPF-0309-DDUMCG12;75SPF0309/75SPF0327DDUM;TESADOR CORREA ALTER.TOY.1KD/2KD HILUX 05;NSK;JAPON;TOYOTA;PZA;75SPF0309/75SPF0327DDUM;0,00
226;MD-088811-TUF;IMB-0343/MIN-51T/MA-51-0T;VALVULA IN MIT.6G72/3.0/V6   12V.   86-  6PZ-JGO;DOK/ROCKY;JAPON;MITSUBISHI;JGO;8x43x103.5              IMB-0343/MIN-51T /MA-51-0T;0,00
227;MD-088812-TUF;EMB-5343/MIX-51T;VALVULA EX MIT.6G72/3.0/V6  12V.  86-   6PZ-JGO;DOKURO;JAPON;MITSUBISHI;JGO;8x35x103                 MIX-51T/EMB-5343;251,61
228;13101-37071-STD;T8058/STD;PISTON TOY.2ZR-FE/1.8  COROLLA  08-;TOTO/TIK/TEI;JAPON;TOYOTA;JGO;STD;0,00
229;TO-012;32-56-26/TO-012;PUNTA HOMOCINETICO TOY.CAMRY/RAV4    90-06;CIB/SHIB;TW;TOYOTA**;PZA;32-56-26                    TO-012;0,00
230;12010-17A02-STD;;PISTON NIS.CD17   80MM;NPC/IZUMI;JAPON;NISSAN;JGO;STD;0,00
231;MD-367089-050;43.278;PISTON HYUN.MIT.6G72/V6  91.1MM R/L 24V. 1.5x1.5x3 NEW  PLANO M/METIDO 4 PUNTAS;TEIKIN;KOREA;MITSUBISHI;JGO;050  MEDIO METIDO 4 PUNTAS             43278;0,00
232;GIP-538;23220-0V131;BOMBA SUMERJIBLE GAS.TOY.2AR-FE/2.5 RAV4/CAMRY 08-15;HKT;JAPON;TOYOTA;PZA;38x59x82                       GIP-538;0,00
233;13101-37071-050;T8058;PISTON TOY.2ZR-FE/1.8  COROLLA  08-;TOTO/TIK/TEI;JAPON;TOYOTA;JGO;50;0,00
234;04111-31440;THF-9273 $us.104,26;EMPAQUE MOTOR TOY.2GR-FE/3.5/V6/24V.  TACOMA  04-13                 s/n;TOWA/KAN;TW;TOYOTA;JGO;THF-9273;0,00
235;42420-65D00-T;SL-7390;ESTABILIZADOR DEL.R/L.SUZ.GRAND VITARA 03- L;TOM/CHASE/CIB;TW;SUZUKI;PZA;10x10x105 L                SL-7390;0,00
236;13041-37030-STD;R744A;CASQ.BIELA TOY.3ZR-FE/2.0 COROLLA 08-13;TAHIO;JAPON;TOYOTA;JGO;STD                                 R744A;0,00
237;JPSZ152103;SL-7660;ESTABILIZADOR DEL.R/L.SUZ.GRAND VITARA 07- U;CHASE/CIB;TW;SUZUKI;PZA;10x10x325 U                SL-7660;0,00
238;JPTY272101;SL-T180R;ESTABILIZADOR DEL.RH TOY.2UZ/TUNDRA/SEQUOIA 07- M/O;CHASE/CIB;TW;TOYOTA;PZA;14x14x124 M/O           SL-T180R;0,00
239;TO-55;24-58-26/TO-55/TO-813;PUNTA HOMOCINETICO TOY.1ZZ/ZZE120 COROLLA;KEBO/CIB;KOREA;TOYOTA;PZA;24-58-26                          TO-55/TO-813;0,00
240;13011-22040-050;SWT10183-NPR;ANILLAS TOY.1ZZ-FE /3ZZ-FE  79MM 1.2x1.2x2.8  1.8CC  98-;NPR;JAPON;TOYOTA;JGO;050-SWT10183-NPR;0,00
241;89422-16010;KW-450;BULBO TEMPERATURA TOY.1NZ/2NZ YARIS COROLLA 95-;SANKEI;JAPON;TOYOTA;PZA;2SALx58xDEL                 KW-450;0,00
242;22100-64J00;CSX-032;PRENSA EMBRAGUE SUZ.H27A/VITARA  05-;AISIN;JAPON;SUZUKI;PZA;239x149x264                   CSX-032;0,00
243;13091-7J600;;GUIA CADENA NIS.QG15/QG18DE 16V.CURVO  METAL  26CM;OSK/ZUIKO;JAPON;NISSAN;PZA;26CM CURVO;0,00
244;14670-Z5501;KJ;BOMBA HIDRAULICA NIS.FE6/CONDOR    3PER.;S/M;JAPON;NISSAN*;PZA;3;1.110,22
245;13506-28010;05FK  134(S);CADENA DIST.TOY.1AZ-FE/RAV4/2AZ-FE  00- 134S.SENC. P/CHICO;DID;JAPON;TOYOTA;PZA;134S SENCILLO;0,00
246;13506-75040;120(S)        0C010;CADENA DIST.TOY.1TR-FE   120S. SENC.;EK;JAPON;TOYOTA;PZA;120S SENCILLO;0,00
247;13507-75030;82LE/05FK;CADENA DIST.B/ACEITE TOY.2TR-FE /3RZ-FE/VIGO 04- #2  82S  SENC.  P/CHICO;EK/DID*;JAPON;TOYOTA;PZA;82S P/CHICO                   05FK SDH;420,54
248;13559-75030;OK;GUIA CADENA TOY.1TR-FE/VIGO  #1 CURVO 1PER.;OSK/ZUIKO;JAPON;TOYOTA;PZA;1PERx290xCURVO;0,00
249;16210-0C010;16210-75090;AUTOMATICO VENTILADOR TOY.1TR-FE/2TR-FE/HILUX;SHIMA*;JAPON;TOYOTA;PZA;16x53x71x89x128.5x37.5ALTO;0,00
250;16210-58041;;AUTOMATICO VENTILADOR TOY.3B/14B/15B/2H   95-;SHIMA;JAPON;TOYOTA;PZA;16x53x71x103.5x143.5;0,00
251;17451-22020;;EMPAQUE TUBO ESCAPE TOY.3ZZ/4ZZ/3SFE/1NZ/2NZ/PROBOX/YARIS  CONICO;S/M;JAPON;TOYOTA;PZA;49x64x17 conico;0,00
252;12010-2S605-STD;12010-2S615-TIK/44297;PISTON NIS.QD32   99.2MM;IZUMI/TEIKIN;TW.;NISSAN;JGO;STD                                 44297;0,00
253;JPTY272102;SL-T180L;ESTABILIZADOR DEL.LH TOY.2UZ/TUNDRA/SEQUOIA 07- M/O;CHASE/CIB;TW;TOYOTA;PZA;14x14x124 M/O SL-T180L;0,00
254;18201-2S510;EA-A324;CABLE ACELERADOR NIS.QD32  LH    97-;SBK;JAPON;NISSAN;PZA;1.27MTS LARGO 18201-2S510;0,00
255;21082-86G00;N-24F/GWN-33F/N-31F;AUTOMATICO VENTILADOR NIS.KA24DE/Z20/NA20/VG20/VG30   c/bajo;SHIMA/NPW;JAPON;NISSAN;PZA;31.5x50x67x89x129x36.5ALTO/N-24F/GWN-33F/N-31F;0,00
256;13028-JK20B;66S/T/R;CADENA DIST.NIS.VQ40/66S T/ROSTER;DID/CAMELIA;JAPON;NISSAN;PZA;66S/T/R;0,00
257;48632-0K040;48632-34010;BUJE TIJERAL SUP.TOY.TUNDRA/VIGO/FORTUNER/HILUX/4WD   01-14;TRC/TZK*/B;JAPON;TOYOTA;PZA;14.5x46.5x62     48632-0K040/48632-34010/04010;49,08
258;MD-290013;32x65x12;RETEN MIT.MONTERO/DIF.  88-ON;THO;JAPON;MITSUBISHI;PZA;32x65x12;0,00
259;TK-K3-VE;TD501K;KIT DISTRIBUCION CAD.DAI.K3VE/1.3 TERIOS;OSK;JAPON;DAIHATSU;JGO;158S  7PZ;1.728,00
260;MB-587569;;REPARO BOMBA FRENO MIT.4G54/4D55/4D56/MONTERO  15/16   88-90;EAGLE;JAPON;MITSUBISHI;JGO;15/16;0,00
261;ME-615140-MRK;TKS68-47K;RODAMIENTO DESPLAZADOR MIT.4D34-T/4D35-T;MRK;JAPON;MITSUBISHI;PZA;47x96x41x49x59  TKS68-47K;0,00
262;13503-62040-NSK;62STD67T12DD;RODAMIENTO GUIA TOY.3VZ-FE/5VZ-FE/1KZ ALTO;NSK;JAPON;TOYOTA;PZA;12x62x40.5      62STD67T12DD;0,00
263;12010-31N02-STD-ALF;12010-05D00/10;PISTON NIS.TD27T/TURBO ALFIN  96MM  S/C 2.5x2x4 T/ANCHO PAS.30MM;IZUMI;JAPON;NISSAN;JGO;STD-ALF-IZU;0,00
264;11701-21010-075;M723A/MS-1456;CASQ.BANCADA TOY.1NZ-FE/2NZ-FE    00-;TAHIO/NDC;JAPON;TOYOTA;JGO;075                       M723A/MS-1456;0,00
265;11701-75031-STD;M729A/MS1459A;CASQ.BANCADA TOY.1TR-FE/2TR-FE HIACE/VIGO/HILUX;TAHIO/NDC;JAPON;TOYOTA;JGO;STD                      M729A/MS1459A;287,76
266;11701-75031-025;M729A/MS-1459A;CASQ.BANCADA TOY.1TR-FE/2TR-FE HIACE/VIGO/HILUX;TAHIO/NDC;JAPON;TOYOTA;JGO;025                       M729A/MS-1459A;320,57
267;11701-75031-050;M729A/MS-1459A;CASQ.BANCADA TOY.1TR-FE/2TR-FE HIACE/VIGO/HILUX;TAHIO/NDC;JAPON;TOYOTA;JGO;050                      M729A/MS-1459A;306,40
268;11701-75031-075;M729A/MS-1459A;CASQ.BANCADA TOY.1TR-FE/2TR-FE HIACE/VIGO/HILUX;TAHIO/NDC;JAPON;TOYOTA;JGO;075                         M729A/MS-1459A;258,28
269;13041-75050-STD;R729A/CB-1459A;CASQ.BIELA TOY.1TR-FE/2TR-FE HIACE/VIGO/HILUX;TAHIO/NDC;JAPON;TOYOTA;JGO;STD                       R729A/CB-1459A;136,92
270;13041-75050-025;R729A/CB-1459A;CASQ.BIELA TOY.1TR-FE/2TR-FE HIACE/VIGO/HILUX;TAHIO/NDC;JAPON;TOYOTA;JGO;025                    R729A/CB-1459A;155,81
271;13041-75050-050;R729A/CB-1459A;CASQ.BIELA TOY.1TR-FE/2TR-FE HIACE/VIGO/HILUX;TAHIO/NDC;JAPON;TOYOTA;JGO;050                     R729A/CB-1459A;144,63
272;13041-75050-075;R729A/CB-1459A;CASQ.BIELA TOY.1TR-FE/2TR-FE HIACE/VIGO/HILUX;TAHIO/NDC;JAPON;TOYOTA;JGO;075                      R729A/CB-1459A;155,31
273;31420-36030;FM-1239;BOMBA EMBRAGUE TOY.3B/2H  5/8  83-93  COASTER;EAGLE/FIC;JAPON;TOYOTA;PZA;FM-1239;0,00
274;MD-140071-KOYO;PU106018FRR1D-FG;RODAMIENTO GUIA MIT.6G72/6G74 # 1(BAJO);KOYO/MRK;JAPON;MITSUBISHI;PZA;10x60x35 PU106018FRR1D-FG/TBK106018;0,00
275;31470-0K030-EAGLE;CRTS-003;CILINDRO AUXILIAR EMBRAGUE TOY.1TR-FE/2TR-FE  3/4  VIGO/HILUX;EAGLE;JAPON;TOYOTA;PZA;2PERx84xS/LHxS/ATRASx13/16xFIERRO;0,00
276;31470-36213-AISIN;CRT-006  CELESTE;CILINDRO AUXILIAR EMBRAGUE TOY.3B/2H  13/16 83-93 COASTER/BB40   CELESTE;AISIN/C/A;JAPON;TOYOTA;PZA;2PERx93xS/ATRASx13/16 CRT-006;0,00
277;47201-35450;FM-1144  47201-35470;BOMBA FRENO TOY.HILUX/4RUNER 13/16 89-99  4PER.S/LH C/TACHO;FIC/EAGLE;JAPON;TOYOTA;PZA;4PERx195xS/LH FIERRO;0,00
278;48820-60070-T;;ESTABILIZADOR DEL.RH TOY.LAND CRUISER 10- M/O;CHASE/CIB;TW;TOYOTA;PZA;14x14x141xM/O;0,00
279;47201-35510;BMT-036;BOMBA FRENO TOY.1Y/2Y/3Y/4Y/RN50/HILUX/HIACE 7/8  89-  4PER. C/TACHO;ADVICS/EAGLE;JAPON;TOYOTA;PZA;4PER185xS/LHxC/Tx13/16;0,00
280;13561-75030;13561-0C010;GUIA CADENA TOY.1TR-FE/VIGO  #2 MEDIO/CURVO 2PER.;OSK;JAPON;TOYOTA;PZA;2PERx  MEDIO CURVO;0,00
281;F801-23-090;VGZ-AB00827;GUIA VALV.IN/EX MAZ.F8/F6 323/626/B2000  87- 8V.;ROCKY/DOK/BEN;JAPON;MAZDA;PZA;8x14x55 S/EX;0,00
282;MD-710400;FO-4011/FO-4010/MD-711471;CILINDRO AUXILIAR EMBRAGUE MIT.4G63/4G54 L200  3/4 MONTERO;FIC;JAPON;MITSUBISHI;PZA;2PERxS/LH                FO-4011/FO-4010;0,00
283;13041-64050-STD;R045A/CB-1421A;CASQ.BIELA TOY.1C/2C   NEW;TAHIO/NDC;JAPON;TOYOTA;JGO;STD                     R045A/CB-1421A;0,00
284;5PK-1650;;CORREA ALT.ZURCO SUZ.J20A GRAN VITARA 97-;SUN;JAPON;SUZUKI;PZA;5PK-1650/5PK-1640/5PK-1660;0,00
285;MR-232483-E;MBC596;PRENSA EMBRAGUE MIT.4A31/H57A/PAJERO/JUNIOR;EXEDY/P;JAPON;MITSUBISHI;PZA;180x125x211           MBC596;0,00
286;44100-01A00-T;;CILINDRO RUEDA TRAS.NIS.B11/E13/E15/GA15  3/4;BGF;TW;NISSAN;PZA;180x125x211;0,00
287;13011-62110-025;SWT10178-NPR;ANILLAS TOY.5VZ-FE V6  93.5MM  1.5x1.5x4  4RUNNER/HILUX;NPR;JAPON;TOYOTA;JGO;025-SWT10178-NPR;0,00
288;90369-T0003-KOYO;2DUF054N-2GR/DU5496-5;RODAMIENTO MASERO DEL.TOY.VIGO/TACOMA/PRADO 05-12  COMPL. V/ARG  ok* C/ABS;KOYO*/MRK;JAPON;TOYOTA;PZA;54x4PERx106x106  DU5496-5/2DUF054N-2GR/2DUF054-2KR;792,00
289;54618-ED00A;SL-N270;ESTABILIZADOR DEL.R/L.NIS.TIIDA/VERSA/MARCH 02-17-  AR/AB Z;555*;JAPON;NISSAN;PZA;10x10x280 Z              SL-N270;0,00
290;443.188;;AMORTIGUADOR DEL.R/L ISU.4ZD1/4ZE1 TROOPER 81-87;KYB/AZUL;JAPON;ISUZU;PZA;443.188;0,00
